"","barcode","auc"
"1","barcode1",0.555758230977577
"2","barcode2",0.531207584719073
"3","barcode3",0.51962396101033
"4","barcode4",0.712175093537416
"5","barcode5",0.744875461543592
"6","barcode6",0.622704509637189
"7","barcode7",0.540643636621316
"8","barcode8",0.703630383912825
"9","barcode9",0.576312139077854
"10","barcode10",0.534332639833711
"11","barcode11",0.507441091359824
"12","barcode12",0.555770405643739
"13","barcode13",0.594343300894432
"14","barcode14",0.674706324955908
"15","barcode15",0.5919525398925
"16","barcode16",0.515851989673799
"17","barcode17",0.541235262223558
"18","barcode18",0.500016112685814
"19","barcode19",0.70668894116906
"20","barcode20",0.642109160367851
"21","barcode21",0.648589078483245
"22","barcode22",0.657822484882842
"23","barcode23",0.554444227765179
"24","barcode24",0.787959899170493
"25","barcode25",0.524939841044884
"26","barcode26",0.70498985229277
"27","barcode27",0.50421834957528
"28","barcode28",0.678037570861678
"29","barcode29",0.575340468946838
"30","barcode30",0.652728684807256
"31","barcode31",0.68393948633157
"32","barcode32",0.629418807101189
"33","barcode33",0.602434078798185
"34","barcode34",0.574186953262786
"35","barcode35",0.683347476064499
"36","barcode36",0.5291472297808
"37","barcode37",0.536296855823962
"38","barcode38",0.538520121252205
"39","barcode39",0.573448724174856
"40","barcode40",0.556032191672966
"41","barcode41",0.588675868291761
"42","barcode42",0.686824688523557
"43","barcode43",0.524605636652808
"44","barcode44",0.799315148022171
"45","barcode45",0.638143923847317
"46","barcode46",0.733818759022128
"47","barcode47",0.510386966175359
"48","barcode48",0.549500041887125
"49","barcode49",0.665425649092971
"50","barcode50",0.697448293965734
"51","barcode51",0.535035116528093
"52","barcode52",0.695502321113631
"53","barcode53",0.486825754058236
"54","barcode54",0.594539379251702
"55","barcode55",0.564110344230285
"56","barcode56",0.523765246388679
"57","barcode57",0.510450985134794
"58","barcode58",0.519366613319553
"59","barcode59",0.700071963655833
"60","barcode60",0.64673217750063
"61","barcode61",0.528642418115394
"62","barcode62",0.663054925359033
"63","barcode63",0.615060685941043
"64","barcode64",0.511141066074578
"65","barcode65",0.523687596056941
"66","barcode66",0.775977796940712
"67","barcode67",0.54720915993079
"68","barcode68",0.528598819706895
"69","barcode69",0.527236314247921
"70","barcode70",0.574893167674478
"71","barcode71",0.720105850550097
"72","barcode72",0.592914280990174
"73","barcode73",0.683737515957
"74","barcode74",0.662077728647014
"75","barcode75",0.517975778726457
"76","barcode76",0.661627990047871
"77","barcode77",0.624798322310407
"78","barcode78",0.502572098765431
"79","barcode79",0.575197641723357
"80","barcode80",0.521399144305871
"81","barcode81",0.51915075302343
"82","barcode82",0.599241207797934
"83","barcode83",0.573334741748551
"84","barcode84",0.624689980788612
"85","barcode85",0.705648745905771
"86","barcode86",0.764004212648022
"87","barcode87",0.671362561308474
"88","barcode88",0.619489256424792
"89","barcode89",0.545931979717813
"90","barcode90",0.69576938334593
"91","barcode91",0.501381991055682
"92","barcode92",0.657710208805745
"93","barcode93",0.570213650260675
"94","barcode94",0.532696335978837
"95","barcode95",0.706372906798522
"96","barcode96",0.527495259826154
"97","barcode97",0.488375650667675
"98","barcode98",0.648101582892416
"99","barcode99",0.613477274187453
"100","barcode100",0.637774384290753
"101","barcode101",0.676768253338373
"102","barcode102",0.680835509259259
"103","barcode103",0.545087141282439
"104","barcode104",0.483088788422776
"105","barcode105",0.581848778974552
"106","barcode106",0.526393529104386
"107","barcode107",0.513991502897455
"108","barcode108",0.633327206475183
"109","barcode109",0.771839160256694
"110","barcode110",0.72451463781809
"111","barcode111",0.700404097379693
"112","barcode112",0.588976113315696
"113","barcode113",0.571915503905266
"114","barcode114",0.565791311728395
"115","barcode115",0.738260558704962
"116","barcode116",0.689420231796422
"117","barcode117",0.551779151549508
"118","barcode118",0.623928486289577
"119","barcode119",0.514054823948098
"120","barcode120",0.520717812614086
"121","barcode121",0.694532638154027
"122","barcode122",0.652411150793651
"123","barcode123",0.538257704711514
"124","barcode124",0.56671300138574
"125","barcode125",0.583640462333082
"126","barcode126",0.505982938275461
"127","barcode127",0.694910678382464
"128","barcode128",0.512116912950364
"129","barcode129",0.646855209750567
"130","barcode130",0.714369134857648
"131","barcode131",0.598700751133787
"132","barcode132",0.688674045414462
"133","barcode133",0.553893361363065
"134","barcode134",0.647460409108089
"135","barcode135",0.687109275951121
"136","barcode136",0.528990843289319
"137","barcode137",0.618087605820106
"138","barcode138",0.66162246787604
"139","barcode139",0.565721464159738
"140","barcode140",0.632227294343663
"141","barcode141",0.594232121283699
"142","barcode142",0.570373488599143
"143","barcode143",0.640650554295793
"144","barcode144",0.718262012471656
"145","barcode145",0.722630493827161
"146","barcode146",0.576176781305115
"147","barcode147",0.777873513949739
"148","barcode148",0.502138261526834
"149","barcode149",0.647047263164524
"150","barcode150",0.580552222537164
"151","barcode151",0.732739873078861
"152","barcode152",0.763040711921523
"153","barcode153",0.689194690413202
"154","barcode154",0.640523633471908
"155","barcode155",0.637980727198287
"156","barcode156",0.61277586419753
"157","barcode157",0.727115993953137
"158","barcode158",0.793582098087097
"159","barcode159",0.603371969639706
"160","barcode160",0.555487431027967
"161","barcode161",0.514653579931973
"162","barcode162",0.745329442239858
"163","barcode163",0.746831068136009
"164","barcode164",0.519253663706224
"165","barcode165",0.786731967435123
"166","barcode166",0.525932224531788
"167","barcode167",0.52044531418879
"168","barcode168",0.519331649029983
"169","barcode169",0.524734887566138
"170","barcode170",0.592269721277399
"171","barcode171",0.775179980158729
"172","barcode172",0.713512703451752
"173","barcode173",0.476155922339456
"174","barcode174",0.567257338120433
"175","barcode175",0.700167788800705
"176","barcode176",0.64746132558579
"177","barcode177",0.637243444507433
"178","barcode178",0.521554166036785
"179","barcode179",0.672408841962711
"180","barcode180",0.52917832388511
"181","barcode181",0.515090399537744
"182","barcode182",0.502454233539095
"183","barcode183",0.659375763731418
"184","barcode184",0.716230853174605
"185","barcode185",0.715847300380029
"186","barcode186",0.670709993386243
"187","barcode187",0.528349746787603
"188","barcode188",0.549035075270849
"189","barcode189",0.575458497102545
"190","barcode190",0.630208433484506
"191","barcode191",0.678250571302596
"192","barcode192",0.604810030742078
"193","barcode193",0.670078639770723
"194","barcode194",0.567744093285463
"195","barcode195",0.522039933862434
"196","barcode196",0.514731869488536
