"","barcode","auc"
"1","barcode1",0.675547603692127
"2","barcode2",0.626443642447719
"3","barcode3",0.617676703829681
"4","barcode4",0.609863953451752
"5","barcode5",0.625447735378874
"6","barcode6",0.60374287414966
"7","barcode7",0.604087461380386
"8","barcode8",0.669609809312469
"9","barcode9",0.59306807290593
"10","barcode10",0.575682275358528
"11","barcode11",0.540064473526635
"12","barcode12",0.533549669312169
"13","barcode13",0.514217674477198
"14","barcode14",0.491696925840286
"15","barcode15",0.481504684406674
"16","barcode16",0.444120544959891
"17","barcode17",0.458553119915798
"18","barcode18",0.501669784062939
"19","barcode19",0.475426877991938
"20","barcode20",0.50081750409423
"21","barcode21",0.522033772360797
"22","barcode22",0.533880905719883
"23","barcode23",0.579778404459847
"24","barcode24",0.560559541446209
"25","barcode25",0.613310036651234
"26","barcode26",0.622686588994394
"27","barcode27",0.60338624098482
"28","barcode28",0.606360758454033
"29","barcode29",0.6520195218247
"30","barcode30",0.606296711779807
"31","barcode31",0.650537463083178
"32","barcode32",0.593960019329491
"33","barcode33",0.634990357575901
"34","barcode34",0.673621001903263
"35","barcode35",0.672869420993122
"36","barcode36",0.65038664848882
"37","barcode37",0.623154902486458
"38","barcode38",0.601658718820862
"39","barcode39",0.608488379314688
"40","barcode40",0.58601979686319
"41","barcode41",0.608985349899219
"42","barcode42",0.608284768518516
"43","barcode43",0.563355143445577
"44","barcode44",0.543007016673524
"45","barcode45",0.546830211010331
"46","barcode46",0.504667546296296
"47","barcode47",0.475193794383999
"48","barcode48",0.460178950099724
"49","barcode49",0.46712671118564
"50","barcode50",0.493937744021851
"51","barcode51",0.517367325645506
"52","barcode52",0.493269429619574
"53","barcode53",0.492089346182918
"54","barcode54",0.552632949420508
"55","barcode55",0.542319534940089
"56","barcode56",0.55326250409423
"57","barcode57",0.577836670760898
"58","barcode58",0.614860423398526
"59","barcode59",0.6229922283242
"60","barcode60",0.652424225780357
"61","barcode61",0.704635253458587
"62","barcode62",0.641273338134053
"63","barcode63",0.63667757173775
"64","barcode64",0.677492787918174
"65","barcode65",0.582402303280109
"66","barcode66",0.591834747220648
"67","barcode67",0.681393868114563
"68","barcode68",0.663512653137831
"69","barcode69",0.689483175874707
"70","barcode70",0.664385543361584
"71","barcode71",0.612757815688776
"72","barcode72",0.593480490677752
"73","barcode73",0.625011782249937
"74","barcode74",0.604372504409171
"75","barcode75",0.610370141723356
"76","barcode76",0.602572165651495
"77","barcode77",0.526906996724616
"78","barcode78",0.569230252582515
"79","barcode79",0.518847949420509
"80","barcode80",0.482551088412721
"81","barcode81",0.510690868404083
"82","barcode82",0.456072531606401
"83","barcode83",0.471862111475384
"84","barcode84",0.536703125910057
"85","barcode85",0.535589894292215
"86","barcode86",0.473929989292014
"87","barcode87",0.557898651423534
"88","barcode88",0.545425198470232
"89","barcode89",0.553635715259168
"90","barcode90",0.617328202947845
"91","barcode91",0.594037531927123
"92","barcode92",0.667531651549508
"93","barcode93",0.591915232544407
"94","barcode94",0.668515432490315
"95","barcode95",0.647618411200316
"96","barcode96",0.681499161599241
"97","barcode97",0.641399293076026
"98","barcode98",0.599856319916856
"99","barcode99",0.603144982048376
"100","barcode100",0.689559823172512
"101","barcode101",0.691487826290426
"102","barcode102",0.637325821599659
"103","barcode103",0.715241070980042
"104","barcode104",0.720107987709695
"105","barcode105",0.582538138699923
"106","barcode106",0.634424258629378
"107","barcode107",0.617289737969261
"108","barcode108",0.569045439972285
"109","barcode109",0.559691826134344
"110","barcode110",0.58521120181406
"111","barcode111",0.545413886684304
"112","barcode112",0.510523823638883
"113","barcode113",0.453572075887076
"114","barcode114",0.480487011469571
"115","barcode115",0.482132661822305
"116","barcode116",0.467789071666867
"117","barcode117",0.484396401463868
"118","barcode118",0.533970137291532
"119","barcode119",0.49789400100781
"120","barcode120",0.534699143046108
"121","barcode121",0.540139350260787
"122","barcode122",0.541824013719968
"123","barcode123",0.579697844545226
"124","barcode124",0.624179948467813
"125","barcode125",0.642607329378697
"126","barcode126",0.589826759377362
"127","barcode127",0.700233053124749
"128","barcode128",0.675861232439924
"129","barcode129",0.673368763027354
"130","barcode130",0.561484060649723
"131","barcode131",0.582988057760142
"132","barcode132",0.609313913454271
"133","barcode133",0.687963001712448
"134","barcode134",0.678347054528017
"135","barcode135",0.686625689482
"136","barcode136",0.68240302256338
"137","barcode137",0.702184303427578
"138","barcode138",0.652524261148904
"139","barcode139",0.683975051965231
"140","barcode140",0.624278129881582
"141","barcode141",0.613870544532626
"142","barcode142",0.613089035021418
"143","barcode143",0.615440270849079
"144","barcode144",0.529858729213907
"145","barcode145",0.478798529023887
"146","barcode146",0.437089384718016
"147","barcode147",0.48229139418562
"148","barcode148",0.493166071371309
"149","barcode149",0.523080381650977
"150","barcode150",0.529056786781813
"151","barcode151",0.525169582016308
"152","barcode152",0.46901537824389
"153","barcode153",0.485113042328042
"154","barcode154",0.542293932756936
"155","barcode155",0.557732347568657
"156","barcode156",0.616304242882338
"157","barcode157",0.63595377070523
"158","barcode158",0.637328075301646
"159","barcode159",0.660866144714596
"160","barcode160",0.648981419042341
"161","barcode161",0.676182688764316
"162","barcode162",0.661482852008626
"163","barcode163",0.665955449955211
"164","barcode164",0.62329998905368
"165","barcode165",0.628992774746473
"166","barcode166",0.67237240150014
"167","barcode167",0.696039113518281
"168","barcode168",0.70013995244394
"169","barcode169",0.707254641766616
"170","barcode170",0.714966413530878
"171","barcode171",0.73875476948722
"172","barcode172",0.718263208220978
"173","barcode173",0.711091293066025
"174","barcode174",0.661191356526596
"175","barcode175",0.650286388573948
"176","barcode176",0.50939563303099
"177","barcode177",0.516413481985386
"178","barcode178",0.533631383827185
"179","barcode179",0.480694847546005
"180","barcode180",0.443330633773193
"181","barcode181",0.454961935738424
"182","barcode182",0.442315259623533
"183","barcode183",0.500398567761603
"184","barcode184",0.49105278172665
"185","barcode185",0.520760793965735
"186","barcode186",0.48837790627362
"187","barcode187",0.476169093629034
"188","barcode188",0.495103610824803
"189","barcode189",0.595233044217687
"190","barcode190",0.609003485984437
"191","barcode191",0.672109811951976
"192","barcode192",0.65411358645055
"193","barcode193",0.664423442221984
"194","barcode194",0.676969821085258
"195","barcode195",0.676928796897806
"196","barcode196",0.657416341962711
"197","barcode197",0.595245948916604
"198","barcode198",0.621649462514171
"199","barcode199",0.680906179529871
"200","barcode200",0.685452921309915
"201","barcode201",0.674169958189483
"202","barcode202",0.690015313366089
"203","barcode203",0.752416495520227
"204","barcode204",0.750163211935427
"205","barcode205",0.713763587264331
"206","barcode206",0.695152880367612
"207","barcode207",0.622177736835475
"208","barcode208",0.709918273494583
"209","barcode209",0.527605688460569
"210","barcode210",0.532771473293021
"211","barcode211",0.506028057387938
"212","barcode212",0.486369619033963
"213","barcode213",0.445844175912271
"214","barcode214",0.415532042503352
"215","barcode215",0.453740529527791
"216","barcode216",0.501144728498385
"217","barcode217",0.487022226001511
"218","barcode218",0.45492935909549
"219","barcode219",0.523224944992999
"220","barcode220",0.49075910021416
"221","barcode221",0.537741485890653
"222","barcode222",0.607707546926178
"223","barcode223",0.617466000471715
"224","barcode224",0.661007402903058
"225","barcode225",0.680827746255327
"226","barcode226",0.645081116369926
"227","barcode227",0.674679693047511
"228","barcode228",0.672801891191078
"229","barcode229",0.66182337175611
"230","barcode230",0.645835877739984
"231","barcode231",0.60122101863662
"232","barcode232",0.700735484693877
"233","barcode233",0.71628552973041
"234","barcode234",0.684700711527855
"235","barcode235",0.699006807771908
"236","barcode236",0.765131508420687
"237","barcode237",0.686343474718148
"238","barcode238",0.717101390697672
"239","barcode239",0.687055142697069
"240","barcode240",0.726708212169849
"241","barcode241",0.628588493638197
"242","barcode242",0.555098646807058
"243","barcode243",0.545062654635929
"244","barcode244",0.510069981418493
"245","barcode245",0.482036534683822
"246","barcode246",0.459225538346134
"247","barcode247",0.453938139442128
"248","barcode248",0.440964355428522
"249","barcode249",0.467608399155959
"250","barcode250",0.430185639959686
"251","barcode251",0.495131058201057
"252","barcode252",0.544761865394306
"253","barcode253",0.485104102762319
"254","barcode254",0.560941233623079
"255","barcode255",0.601827011959876
"256","barcode256",0.642228319594042
"257","barcode257",0.667196617339066
"258","barcode258",0.675656512947189
"259","barcode259",0.680047572150331
"260","barcode260",0.669853544028723
"261","barcode261",0.676319726001512
"262","barcode262",0.615241670879
"263","barcode263",0.627570597560783
"264","barcode264",0.612166297989103
"265","barcode265",0.696661128747796
"266","barcode266",0.703285057004283
"267","barcode267",0.670270115898211
"268","barcode268",0.667680768532139
"269","barcode269",0.681018399640137
"270","barcode270",0.740184750433304
"271","barcode271",0.762608623417681
"272","barcode272",0.732812957451501
"273","barcode273",0.62538138951877
"274","barcode274",0.597611772171832
"275","barcode275",0.518925208913384
"276","barcode276",0.516551558749613
"277","barcode277",0.534369092340641
"278","barcode278",0.484258386243385
"279","barcode279",0.468069585222978
"280","barcode280",0.480626495653816
"281","barcode281",0.45438804516251
"282","barcode282",0.443791415973798
"283","barcode283",0.466295020471151
"284","barcode284",0.515685020471153
"285","barcode285",0.501833427135855
"286","barcode286",0.513474533050446
"287","barcode287",0.553595608780549
"288","barcode288",0.587761557067271
"289","barcode289",0.590217120496347
"290","barcode290",0.599953848261527
"291","barcode291",0.586920023305619
"292","barcode292",0.586008955971277
"293","barcode293",0.539382656210633
"294","barcode294",0.599263291446207
"295","barcode295",0.596717533698665
"296","barcode296",0.540674362874779
"297","barcode297",0.558832693373645
"298","barcode298",0.546823870307383
"299","barcode299",0.541706514235326
"300","barcode300",0.558660886873268
"301","barcode301",0.629383185626104
"302","barcode302",0.688861824856927
"303","barcode303",0.674785436584544
"304","barcode304",0.638976254409171
"305","barcode305",0.64858265853332
"306","barcode306",0.663433815822625
"307","barcode307",0.617972950365331
"308","barcode308",0.558448252186247
"309","barcode309",0.553278261663103
"310","barcode310",0.502049190602167
"311","barcode311",0.512992654635928
"312","barcode312",0.525864883156968
"313","barcode313",0.499899879692617
"314","barcode314",0.503594288233812
"315","barcode315",0.459654514361301
"316","barcode316",0.521985912698412
"317","barcode317",0.49419354717813
"318","barcode318",0.539457203748354
"319","barcode319",0.548060296495553
"320","barcode320",0.550444700176366
"321","barcode321",0.582096628873772
"322","barcode322",0.551154839065256
"323","barcode323",0.535770283446712
"324","barcode324",0.590271233938019
"325","barcode325",0.55888650069287
"326","barcode326",0.539064114701436
"327","barcode327",0.562162010066652
"328","barcode328",0.529539822716967
"329","barcode329",0.585070241874527
"330","barcode330",0.565388358213656
"331","barcode331",0.550184383030991
"332","barcode332",0.545956356449987
"333","barcode333",0.576791630763415
"334","barcode334",0.574633802280171
"335","barcode335",0.568573819286974
"336","barcode336",0.578150469891659
"337","barcode337",0.644750521227008
"338","barcode338",0.636365429579238
"339","barcode339",0.588621992315444
"340","barcode340",0.573231162131519
"341","barcode341",0.570208604329931
"342","barcode342",0.568332541393512
"343","barcode343",0.553289760308855
"344","barcode344",0.546446094369416
"345","barcode345",0.52009893738977
"346","barcode346",0.536841134101788
"347","barcode347",0.511071684303351
"348","barcode348",0.513386558641977
"349","barcode349",0.543291888070042
"350","barcode350",0.506703564922453
"351","barcode351",0.524180060468631
"352","barcode352",0.56280347232986
"353","barcode353",0.52282472832062
"354","barcode354",0.545967386936255
"355","barcode355",0.559379960110157
"356","barcode356",0.554560974219505
"357","barcode357",0.566306030289943
"358","barcode358",0.522925826855846
"359","barcode359",0.554582075157415
"360","barcode360",0.506714345930622
"361","barcode361",0.53209923259693
"362","barcode362",0.530965898161033
"363","barcode363",0.523532799966789
"364","barcode364",0.544031423847316
"365","barcode365",0.519404691987906
"366","barcode366",0.528226140400605
"367","barcode367",0.552850089128245
"368","barcode368",0.573005197575513
"369","barcode369",0.548450976316453
"370","barcode370",0.561828374383274
"371","barcode371",0.561320814544524
"372","barcode372",0.547219305978135
"373","barcode373",0.596441444633409
"374","barcode374",0.552569864048103
"375","barcode375",0.553511229631373
"376","barcode376",0.541072686113918
"377","barcode377",0.526369052028218
"378","barcode378",0.536914603282241
"379","barcode379",0.531108801442987
"380","barcode380",0.535418236124267
"381","barcode381",0.4983571819098
"382","barcode382",0.507770720377228
"383","barcode383",0.552213006527318
"384","barcode384",0.544921020195749
"385","barcode385",0.531074552891714
"386","barcode386",0.548124820197711
"387","barcode387",0.583653786573011
"388","barcode388",0.553053044039014
"389","barcode389",0.535350142775816
"390","barcode390",0.52086637345679
"391","barcode391",0.542738456926394
"392","barcode392",0.540542022972339
"393","barcode393",0.49482623015873
"394","barcode394",0.49291779069035
"395","barcode395",0.497527135928445
"396","barcode396",0.539453776769966
"397","barcode397",0.519130661690602
"398","barcode398",0.493864099899219
"399","barcode399",0.467672697782817
"400","barcode400",0.499215007243639
"401","barcode401",0.505756240551774
"402","barcode402",0.496150709561602
"403","barcode403",0.509685940518183
"404","barcode404",0.529705533509701
"405","barcode405",0.559610259511212
"406","barcode406",0.557234806419052
"407","barcode407",0.553651906365511
"408","barcode408",0.555601423651261
"409","barcode409",0.557051765586977
"410","barcode410",0.580684138007054
"411","barcode411",0.542478761652808
"412","barcode412",0.519784975864082
"413","barcode413",0.58546652053414
"414","barcode414",0.540030376039306
"415","barcode415",0.579015530045351
"416","barcode416",0.531694686662543
"417","barcode417",0.55355127488032
"418","barcode418",0.550159685717721
"419","barcode419",0.557301090038981
"420","barcode420",0.560477408803439
"421","barcode421",0.530343558201058
"422","barcode422",0.505433672839507
"423","barcode423",0.515651775321239
"424","barcode424",0.449804965986395
"425","barcode425",0.461976890274629
"426","barcode426",0.436326209792559
"427","barcode427",0.498107724237843
"428","barcode428",0.476055235575713
"429","barcode429",0.467773128306878
"430","barcode430",0.477539465545478
"431","barcode431",0.458247869110608
"432","barcode432",0.462767875264066
"433","barcode433",0.464696654238619
"434","barcode434",0.449989595301084
"435","barcode435",0.511810676492818
"436","barcode436",0.512021609977325
"437","barcode437",0.557924467120181
"438","barcode438",0.472258000755857
"439","barcode439",0.528860473985891
"440","barcode440",0.545504507225299
"441","barcode441",0.548264343062412
"442","barcode442",0.499460137944063
"443","barcode443",0.589186650289746
"444","barcode444",0.584308464978585
"445","barcode445",0.524045006298816
"446","barcode446",0.557348181216931
"447","barcode447",0.586112396069539
"448","barcode448",0.608556522226947
"449","barcode449",0.598285048933925
"450","barcode450",0.528093896132527
"451","barcode451",0.515168531774662
"452","barcode452",0.55223951576858
"453","barcode453",0.565010748907997
"454","barcode454",0.553608220584531
"455","barcode455",0.443470363126733
"456","barcode456",0.483925427374654
"457","barcode457",0.461016181972789
"458","barcode458",0.473066560701204
"459","barcode459",0.388424054232805
"460","barcode460",0.417112353552531
"461","barcode461",0.426202499055177
"462","barcode462",0.457472951310153
"463","barcode463",0.460891414084152
"464","barcode464",0.471992672272613
"465","barcode465",0.472199975434618
"466","barcode466",0.467319728870588
"467","barcode467",0.490454309312193
"468","barcode468",0.52136399815069
"469","barcode469",0.511475391820953
"470","barcode470",0.472689026203074
"471","barcode471",0.529760454144622
"472","barcode472",0.485509924414211
"473","barcode473",0.541347675107079
"474","barcode474",0.539648509499759
"475","barcode475",0.560602540942301
"476","barcode476",0.549390586734693
"477","barcode477",0.673509119909727
"478","barcode478",0.619811751818783
"479","barcode479",0.587710261204018
"480","barcode480",0.662589396573444
"481","barcode481",0.664676448727638
"482","barcode482",0.591889963584971
"483","barcode483",0.598438149092971
"484","barcode484",0.539385546135962
"485","barcode485",0.57000197403279
"486","barcode486",0.501633116339128
"487","barcode487",0.484624841269841
"488","barcode488",0.462852840450994
"489","barcode489",0.465351365268329
"490","barcode490",0.461104834656084
"491","barcode491",0.409450743890149
"492","barcode492",0.458393076026707
"493","barcode493",0.428179120055429
"494","barcode494",0.472106444948349
"495","barcode495",0.446150065507684
"496","barcode496",0.496358298352253
"497","barcode497",0.506791057548523
"498","barcode498",0.534507535565656
"499","barcode499",0.479220698021113
"500","barcode500",0.482182321405919
"501","barcode501",0.50983601949795
"502","barcode502",0.546546236119952
"503","barcode503",0.503246765535422
"504","barcode504",0.51258208270345
"505","barcode505",0.487290017636684
"506","barcode506",0.565970964663644
"507","barcode507",0.548754742076034
"508","barcode508",0.566797806437389
"509","barcode509",0.589582672272612
"510","barcode510",0.652006971749115
"511","barcode511",0.628822774313429
"512","barcode512",0.618358310145818
"513","barcode513",0.672885687200807
"514","barcode514",0.664174965986394
"515","barcode515",0.706553543398842
"516","barcode516",0.616092844033446
"517","barcode517",0.562626307004283
"518","barcode518",0.58869655547648
"519","barcode519",0.552979027147896
"520","barcode520",0.472798356953893
"521","barcode521",0.488823716616276
"522","barcode522",0.466924416099774
"523","barcode523",0.46905308515999
"524","barcode524",0.488791107331822
"525","barcode525",0.521027211514235
"526","barcode526",0.47238682665659
"527","barcode527",0.455778002960444
"528","barcode528",0.464453881499892
"529","barcode529",0.535258658014636
"530","barcode530",0.507004218294304
"531","barcode531",0.553723979569184
"532","barcode532",0.479807153565129
"533","barcode533",0.531520056947022
"534","barcode534",0.509342847187456
"535","barcode535",0.537647778530364
"536","barcode536",0.491656711330998
"537","barcode537",0.540243693433363
"538","barcode538",0.498305882149156
"539","barcode539",0.480064282564878
"540","barcode540",0.564388021492118
"541","barcode541",0.607531366528092
"542","barcode542",0.63292095655179
"543","barcode543",0.680521012546411
"544","barcode544",0.645442012691418
"545","barcode545",0.634156975623584
"546","barcode546",0.642477424217372
"547","barcode547",0.677124959372638
"548","barcode548",0.666263763857394
"549","barcode549",0.654363466868229
"550","barcode550",0.580390120622322
"551","barcode551",0.569844961695838
"552","barcode552",0.501608422146636
"553","barcode553",0.481397976190476
"554","barcode554",0.483746443373646
"555","barcode555",0.472295246913579
"556","barcode556",0.47883192271353
"557","barcode557",0.495058926996725
"558","barcode558",0.474809811507779
"559","barcode559",0.480595778061067
"560","barcode560",0.497926573286565
"561","barcode561",0.495196222542889
"562","barcode562",0.521395193350992
"563","barcode563",0.502150105797453
"564","barcode564",0.51627168491058
"565","barcode565",0.495071309951072
"566","barcode566",0.543511190913836
"567","barcode567",0.570632622949614
"568","barcode568",0.567868791199982
"569","barcode569",0.570562527027646
"570","barcode570",0.528992240983695
"571","barcode571",0.524074817649282
"572","barcode572",0.538117458427816
"573","barcode573",0.520952650649336
"574","barcode574",0.604102986898463
"575","barcode575",0.601181579428067
"576","barcode576",0.676373911576394
"577","barcode577",0.676537574245163
"578","barcode578",0.659426697450002
"579","barcode579",0.662428946641155
"580","barcode580",0.667427359536407
"581","barcode581",0.673422589758125
"582","barcode582",0.66381950239355
"583","barcode583",0.581015302973041
"584","barcode584",0.547141479255694
"585","barcode585",0.51147331979088
"586","barcode586",0.485026410619803
"587","barcode587",0.475522060972537
"588","barcode588",0.470459990551776
"589","barcode589",0.449108430335098
"590","barcode590",0.476774382086168
"591","barcode591",0.528459012468384
"592","barcode592",0.491174532942807
"593","barcode593",0.501942796616963
"594","barcode594",0.518981466622
"595","barcode595",0.502100102962985
"596","barcode596",0.480934744268077
"597","barcode597",0.550900156648278
"598","barcode598",0.532374732737975
"599","barcode599",0.543375788419506
"600","barcode600",0.533749182041505
"601","barcode601",0.542688201315881
"602","barcode602",0.532599156216359
"603","barcode603",0.511731393275408
"604","barcode604",0.497490587364575
"605","barcode605",0.541748351599899
"606","barcode606",0.54778280717491
"607","barcode607",0.618080424540187
"608","barcode608",0.694220066844056
"609","barcode609",0.665769987793918
"610","barcode610",0.671600659182843
"611","barcode611",0.668217955953402
"612","barcode612",0.697414266474525
"613","barcode613",0.725728839204852
"614","barcode614",0.670880770030233
"615","barcode615",0.636495952499055
"616","barcode616",0.577450464852607
"617","barcode617",0.554147487223696
"618","barcode618",0.487642177500629
"619","barcode619",0.473019425862936
"620","barcode620",0.472616541950113
"621","barcode621",0.459311395502646
"622","barcode622",0.474459959057697
"623","barcode623",0.48759856292517
"624","barcode624",0.43886413912146
"625","barcode625",0.553007985616047
"626","barcode626",0.475180859158477
"627","barcode627",0.486910287226002
"628","barcode628",0.468631817208365
"629","barcode629",0.467950536659108
"630","barcode630",0.538151443058705
