"","barcode","auc"
"1","barcode1",0.525909812907059
"2","barcode2",0.440376163058232
"3","barcode3",0.500484094212174
"4","barcode4",0.457174393067657
"5","barcode5",0.492069118754227
"6","barcode6",0.485846648043721
"7","barcode7",0.514388327920877
"8","barcode8",0.536923911752234
"9","barcode9",0.526848098890052
"10","barcode10",0.533367309333489
"11","barcode11",0.547599891916844
"12","barcode12",0.543226210663118
"13","barcode13",0.565979926577355
"14","barcode14",0.554651712700714
"15","barcode15",0.559601027255084
"16","barcode16",0.516698338969068
"17","barcode17",0.534356824481381
"18","barcode18",0.514827121409571
"19","barcode19",0.540093861412452
"20","barcode20",0.533380495685207
"21","barcode21",0.527528563994311
"22","barcode22",0.506124564882173
"23","barcode23",0.495801628998091
"24","barcode24",0.525047058461299
"25","barcode25",0.517673619759193
"26","barcode26",0.508774906478958
"27","barcode27",0.507759305695997
"28","barcode28",0.522659513380361
"29","barcode29",0.507142054417569
"30","barcode30",0.542180072557735
"31","barcode31",0.512346318272631
"32","barcode32",0.496068349139161
"33","barcode33",0.496469293856554
"34","barcode34",0.498819762516533
"35","barcode35",0.484407216992547
"36","barcode36",0.48961041490134
"37","barcode37",0.523482208156654
"38","barcode38",0.454405527799325
"39","barcode39",0.550678425716815
"40","barcode40",0.505736616847558
"41","barcode41",0.499262474773138
"42","barcode42",0.513872592623311
"43","barcode43",0.531302759312881
"44","barcode44",0.557714650208076
"45","barcode45",0.532185834699864
"46","barcode46",0.5600902884273
"47","barcode47",0.538567978628224
"48","barcode48",0.511629081160444
"49","barcode49",0.505235710467049
"50","barcode50",0.509439024884846
"51","barcode51",0.514659714317104
"52","barcode52",0.527078839096645
"53","barcode53",0.506459569759281
"54","barcode54",0.504414321891037
"55","barcode55",0.475094372304168
"56","barcode56",0.449590878958307
"57","barcode57",0.49285437949712
"58","barcode58",0.505819447715205
"59","barcode59",0.521480432220117
"60","barcode60",0.559872860413618
"61","barcode61",0.488439138672395
"62","barcode62",0.501426008265913
"63","barcode63",0.553993139474488
"64","barcode64",0.509571764672042
"65","barcode65",0.462956847898064
"66","barcode66",0.462635018616968
"67","barcode67",0.50152042683164
"68","barcode68",0.480537040483276
"69","barcode69",0.454669420782446
"70","barcode70",0.53461023458945
"71","barcode71",0.521725346708371
"72","barcode72",0.551450788238336
"73","barcode73",0.475897526396561
"74","barcode74",0.487233424233249
"75","barcode75",0.508420848371026
"76","barcode76",0.585127184387886
"77","barcode77",0.573624298568393
"78","barcode78",0.565068768942963
"79","barcode79",0.562468881999766
"80","barcode80",0.509179372056528
"81","barcode81",0.515660007225399
"82","barcode82",0.538742851959449
"83","barcode83",0.526960698165271
"84","barcode84",0.484339188470963
"85","barcode85",0.519809650689223
"86","barcode86",0.524160870769847
"87","barcode87",0.510307336195505
"88","barcode88",0.49747668379779
"89","barcode89",0.476775328607562
"90","barcode90",0.490988900435506
"91","barcode91",0.52313839189421
"92","barcode92",0.514396364200417
"93","barcode93",0.541287562275412
"94","barcode94",0.51947472941967
"95","barcode95",0.518682769326485
"96","barcode96",0.546851924642875
